Frequency_Hz,Zprime_data_Ohm,minus_Zdoubleprime_data_Ohm,Zmag_data_Ohm,Phase_data_deg,Zprime_fit_Ohm,minus_Zdoubleprime_fit_Ohm,Zmag_fit_Ohm,Phase_fit_deg
1000000.0,1.08878343132709,-1.14689567983484,1.5813978186263606,46.48896010862785,1.3294785606815098,-1.1480052594410195,1.7565390172199484,40.81062129411731
891250.9375,1.08145738163018,-1.02528577886776,1.4902217944423153,43.472697813225096,1.3294895139608363,-1.0230320211593884,1.6775389366716005,37.578007052251884
794328.1875,1.06171532829536,-0.915812933627097,1.4021243766998681,40.78035246061568,1.3295016472861,-0.9116355233074149,1.6120341055611813,34.4383224649612
707945.6875,1.05379167337564,-0.819657456199681,1.3350337959690621,37.87639665676475,1.3295150878619968,-0.8123378437409756,1.5580446531554961,31.425059666917118
630957.25,1.04971820027126,-0.730865207430492,1.2790904000160228,34.8475251719969,1.3295299766080142,-0.7238216391023338,1.5137924969863261,28.564720856491483
562341.25,1.04508592466486,-0.650921643737488,1.2312203605441712,31.916314541995465,1.3295464696608086,-0.6449125479425439,1.477702950352764,25.876263750383604
501187.15625,1.04176629574331,-0.580047687747201,1.1923641788512485,29.10873348830715,1.3295647400094763,-0.5745637107742385,1.4484011376739279,23.371307484706154
446683.53125,1.03852455457484,-0.516107658311024,1.1596983941621022,26.42564888645156,1.3295849792863537,-0.5118419761956622,1.4247029254338512,21.054895086303777
398107.0625,1.03700731667876,-0.461135691031633,1.1349142260049891,23.97372479736092,1.3296073998537898,-0.45591528974626,1.4056011486799418,18.926568341863256
354813.3125,1.03577893890495,-0.409102511024865,1.1136439623173622,21.552576257908285,1.3296322368839775,-0.40604205693337947,1.3902489120153192,16.98158235077905
316227.6875,1.03303496728196,-0.363745192942798,1.0952040033784727,19.397836438046212,1.329659751064301,-0.36156075381102315,1.3779409393354904,15.212045651673545
281838.15625,1.03244319997973,-0.323123671710779,1.0818261729151502,17.378550677832663,1.3296902311991279,-0.3218815481857819,1.3680949681980656,13.607963095937956
251188.5,1.03133794269894,-0.287027610933401,1.0705338861935283,15.552207885940945,1.329723997136135,-0.28647852907723237,1.3602337505671422,12.158089213712394
223871.96875,1.03224094053501,-0.252235408863076,1.0626119050720848,13.73154623545771,1.329761403396668,-0.25488239861794015,1.3539683995901493,10.850581035586053
199526.171875,1.03063308578915,-0.224592403103463,1.054820508453952,12.293527958640771,1.3298028425846755,-0.2266745830228975,1.3489836791951515,9.67350800222004
177827.84375,1.03068080198261,-0.196392924405179,1.0492249979541728,10.788201576239338,1.329848750260842,-0.20148119131090791,1.3450250440130795,8.615183055211672
158489.21875,1.03036592716177,-0.173284828908458,1.0448356692732919,9.546551361687857,1.329899608338123,-0.17896883122763377,1.3418877787687309,7.66442964381161
141253.6875,1.03170504099489,-0.152090304820742,1.0428550965665047,8.385942381316625,1.329955951032617,-0.15883958450594557,1.3394076471683645,6.8107013593061705
125892.4609375,1.03217227446032,-0.132992947122268,1.0407049188645436,7.341973717354199,1.3300183706408233,-0.14082714066846766,1.3374532327490658,6.044163141589947
112201.7421875,1.03153796944363,-0.114575288416921,1.037881534241605,6.337994791729029,1.3300875230801723,-0.12469351545555789,1.3359196427368727,5.3557315339113325
99999.921875,1.03123150397039,-0.101373964228866,1.0362022463807479,5.614353571744242,1.3301641348951436,-0.11022578747651424,1.3347233233843498,4.73706648075551
89125.0546875,1.03419910692767,-0.0859661585726613,1.0377658566313164,4.751696832427471,1.330249011648054,-0.09723314966990207,1.3337978551434824,4.180540043525424
79432.78125,1.0338019956824,-0.0744219304734402,1.0364772983583896,4.117538363331335,1.3303430464171626,-0.08554447155942824,1.3330905737289116,3.679200279899067
70794.484375,1.03517916706387,-0.062645231713447,1.037072964154152,3.463106178956374,1.3304472286987112,-0.07500612827980176,1.3325598476734943,3.2267272029206753
63095.70703125,1.03622640157005,-0.0503224366700166,1.0374475904561264,2.780280276809554,1.3305626523259297,-0.06548013600060426,1.3321728941752535,2.8173878919003967
56234.09375,1.03608414482385,-0.0419656331520279,1.036933686173431,2.3194448725117978,1.3306905348311175,-0.056841672202606136,1.3319040037434808,2.4459550629033386
50118.66015625,1.03729095909515,-0.0323592779499908,1.0377955755783415,1.786816845645694,1.3308322218035344,-0.04897821020046667,1.3317331818592542,2.1076877712520488
44668.28125,1.03787782978968,-0.023039457059407,1.0381335203867217,1.271678462394065,1.3309892048527012,-0.041787675789733345,1.3316450252534773,1.7982649571447475
39810.6875,1.04035731967983,-0.0164938003935381,1.040488057626238,0.9082898421901794,1.3311631354105717,-0.03517721179354243,1.331627849403005,1.5137414426839688
35481.33984375,1.0422268963587,-0.009432233113733,1.0422695767002894,0.5185170302672801,1.331355848642818,-0.029061743618661384,1.3316730006490314,1.2504927671367616
31622.779296875,1.04233141619277,-0.0023888813410274,1.0423341536841662,0.13131387658957253,1.3315693771322843,-0.023363150610791417,1.3317743213183388,1.0051842675542029
28183.77734375,1.04475657691743,0.0043887653080309,1.0447657949383464,-0.24068405587726105,1.3318059759685732,-0.018009141065752004,1.3319277333202166,0.7747261303809522
25118.794921875,1.04773723581227,0.0110533378309699,1.0477955390173896,-0.6044321916682122,1.3320681356407738,-0.012932554215235962,1.3321309128415333,0.5562459422006175
22387.177734375,1.04802655195488,0.0180221159602496,1.0481814968153746,-0.9851748658515571,1.3323586197212054,-0.008070212478753145,1.3323830604878042,0.3470412945350429
19952.607421875,1.05014007533009,0.0237733639040577,1.0504091348829758,-1.296856323699772,1.3326805023661332,-0.0033620688674217258,1.3326847432509756,0.14454473336150642
17782.765625,1.05169238794806,0.0297656502890331,1.0521135265763966,-1.6211879047546691,1.3330371886326813,0.0012492986374252335,1.3330377740427344,-0.05369656520459987
15848.921875,1.05415042324476,0.0364111180618588,1.0547790689739827,-1.9782511901006608,1.3334324395722839,0.005819307901871917,1.3334451376971417,-0.2500461634389786
14125.369140625,1.05516824410962,0.0430166525885277,1.0560447224323886,-2.334517354014729,1.3338704454750132,0.01040245385650717,1.3339110076605363,-0.4468234691262045
12589.24609375,1.05735296983416,0.0499826314568726,1.0585336868822226,-2.7064411143042837,1.3343558431510072,0.01505261209535859,1.3344407432636822,-0.6463152739374266
11220.1787109375,1.06149843115618,0.0566665268936861,1.063009884534111,-3.0557500594926714,1.3348937732033024,0.01982378636774674,1.3350409612603291,-0.8508061317528407
9999.9833984375,1.06199003983115,0.0615565379284423,1.0637725565468885,-3.3173455151730766,1.3354899486556076,0.02477085142707839,1.3357196554818604,-1.0626081600339161
8912.5009765625,1.06389529709507,0.0691411288607644,1.0661396244775576,-3.718346925048912,1.336150681319054,0.02994989225852671,1.3364863034223993,-1.2840730770912536
7943.2734375,1.06705808452409,0.0762111360953193,1.0697761882810626,-4.085226874757633,1.3368830070496547,0.03541930951037635,1.3373521234231165,-1.517636405733023
7079.44873046875,1.0701414759879,0.0850782515871063,1.073518089052383,-4.545561055715813,1.3376947109737494,0.04124006490951107,1.3383302592114115,-1.76582405615379
6309.57080078125,1.07145509889134,0.0943490194916143,1.0756011186398424,-5.032308908123343,1.338594429489184,0.04747651110571352,1.339436099919009,-2.0312828858739294
5623.4072265625,1.07771572788159,0.105289096160526,1.0828467037829714,-5.5798916556054765,1.3395917779346838,0.05419732605565717,1.3406876898300328,-2.316814314796422
5011.86572265625,1.07989445710909,0.114944746981685,1.0859946286025635,-6.075727876905001,1.340697392098886,0.06147582653665483,1.342106096562086,-2.6253798359942206
4466.83251953125,1.08386736217626,0.126090972562997,1.0911770672777203,-6.635637970620034,1.3419230920199452,0.06939109109248692,1.3437160073540007,-2.960138811929285
3981.06640625,1.08722863946215,0.139177635183313,1.0961006014969323,-7.294837650358661,1.3432820314667002,0.07802892407000554,1.3455464053880963,-3.324476643056467
3548.12939453125,1.09128071625426,0.151251069508043,1.1017125249790607,-7.8909006488841795,1.344788777796844,0.08748235160790854,1.347631262152663,-3.7220096852848132
3162.27099609375,1.09749881519487,0.167150243154078,1.1101544276093351,-8.659662283914393,1.3464595588957256,0.09785314945100718,1.3500105861063285,-4.156629213002377
2818.38012695313,1.10179858041312,0.183327061118303,1.1169462489926008,-9.44683715396796,1.3483123423687584,0.10925227761735788,1.352731397117886,-4.632493677612925
2511.8818359375,1.10732211296325,0.201320764549528,1.125474260965662,-10.304319117277378,1.350367213874408,0.12180213290108677,1.3558493175446102,-5.154089779649848
2238.71899414063,1.11322561583643,0.221589036410679,1.135065184388902,-11.257658584371047,1.3526463743981774,0.13563641253891587,1.3594298255441366,-5.72618454975439
1995.25964355469,1.12020516383413,0.242903181683092,1.1462380052818084,-12.234505409347792,1.3551746500511266,0.15090307155616733,1.3635505378042572,-6.353894473662459
1778.27893066406,1.12667041546829,0.266852551973927,1.1578413145101045,-13.324991547405084,1.3579795441457398,0.16776443564873547,1.3683030907612577,-7.042621870081185
1584.88989257813,1.13469719725708,0.292524382490505,1.1717970147660062,-14.456057561455841,1.3610918550591118,0.1864006744377033,1.3737962910632293,-7.798110936473369
1412.53405761719,1.14425594316514,0.322158165622254,1.18874200192718,-15.724236148742987,1.3645456524256423,0.20700934143474156,1.380158579654877,-8.626320006879482
1258.92407226563,1.15318976826547,0.35463452976778,1.2064875844101266,-17.093964616685415,1.3683789992889686,0.22980930761398133,1.387542216857237,-9.533444583379351
1122.01672363281,1.16382442984684,0.389374878199249,1.2272326997277256,-18.498435842198177,1.372634486442319,0.2550434445924608,1.3961277133558938,-10.525852626807641
999.998901367188,1.17684089860754,0.428454119395215,1.2524086525819482,-20.005118408708512,1.3773593936511939,0.282978977360007,1.4061280172540835,-11.609886853081198
891.24951171875,1.19049584294706,0.470502946729715,1.2800989707657668,-21.564722256256985,1.3826066884926023,0.31391265797910217,1.4177949117922468,-12.791808149232748
794.327941894531,1.20597765252246,0.517542786773533,1.3123386127539254,-23.226489210749545,1.3884353267729346,0.3481716188425456,1.4314245117359505,-14.077513617730023
707.944885253906,1.22367677661095,0.56904383230173,1.3495168530617185,-24.939741635079166,1.3949115604349926,0.38611994318807286,1.4473654935650315,-15.472409790990863
630.956481933594,1.24346123715097,0.624313496825827,1.391388942968828,-26.66018242917471,1.4021091380610637,0.42815845389752266,1.4660251350772455,-16.98096401299476
562.33984375,1.26482637281694,0.684853835868657,1.4383360281510262,-28.433806021819027,1.4101109447619657,0.4747326229156512,1.4878790071097372,-18.60649136283828
501.185424804688,1.29035614234999,0.752102760870455,1.4935452912480789,-30.236389941756872,1.4190096475322542,0.526334255566429,1.5134781558953139,-20.35065412671862
446.682678222656,1.31832879333285,0.824030856795582,1.5546760628123497,-32.00773838828175,1.4289091083742327,0.5835071911634631,1.54345776817324,-22.21306693292531
398.10693359375,1.35011250362195,0.903283066390269,1.6244149933018153,-33.784217116936254,1.439926406646212,0.6468559125853615,1.5785469990480845,-24.190972654005837
354.812805175781,1.38551217746493,0.989807243196418,1.7027514124462515,-35.54194072318772,1.4521932399624329,0.717049824566816,1.6195757645457312,-26.278789683680852
316.226928710938,1.42463791076697,1.08209855282072,1.7890026424830048,-37.218865359652455,1.4658573410416251,0.7948268223267252,1.6674793617240433,-28.4677264065074
281.837860107422,1.46714466387182,1.1810107775322,1.8834277053751671,-38.833101037159466,1.481085208046564,0.8810033589475688,1.7233050548208906,-30.7457213137678
251.187881469727,1.5161883491398,1.29006990007205,1.9907554990855059,-40.39325966531786,1.4980657306641754,0.9764882162868669,1.7882198326652954,-33.097623289593834
223.87174987793,1.5694579387707,1.40628956450799,2.1073320955213597,-41.86145866387012,1.517010867462887,1.0822781372292338,1.8635042093660215,-35.50512638847317
199.525680541992,1.62901840910521,1.53180927546504,2.2360994239086063,-43.23846199363787,1.5381623667010484,1.1994855965060789,1.9505663696887923,-37.947721373833026
177.827682495117,1.69290268171219,1.66726106448391,2.3760637505951614,-44.562780852009666,1.561792366055154,1.3293300751371815,2.0509299947419906,-40.40299093085169
158.488906860352,1.76584476255003,1.81254793100977,2.5305212363529317,-45.74774982792409,1.5882119157400523,1.473170667517448,2.166252271766262,-42.84794032371884
141.253265380859,1.83836493480515,1.96509525270538,2.690944998643853,-46.90837465734629,1.6177730718380356,1.6324999346469804,2.298313674977084,-45.25960321136113
125.89225769043,1.91702659197996,2.13435507550966,2.868878272550466,-48.07057754765831,1.6508769324229797,1.8089666810311222,2.4490314614326745,-47.61618168832094
112.201454162598,2.0017846985549,2.31449556176437,3.0600705359183307,-49.14379091792419,1.6879831090824258,2.0044012994018257,2.6204792587599886,-49.897984868049264
99.9996719360352,2.09187433934604,2.51138993183544,3.268488586692455,-50.20723042850167,1.729614166215003,2.2208090570398795,2.8148815306868564,-52.08776942159739
89.1248397827148,2.18520575958573,2.72206796524531,3.4906701676241756,-51.24340433982301,1.7763700021019562,2.4604095892103457,3.0346508417025384,-54.17141555512538
79.4325408935547,2.28399746481136,2.95298401325547,3.7331968876295694,-52.27969552519697,1.8289386342519784,2.725649263748891,3.28240467292416,-56.13798319872385
70.7943420410156,2.38340244838577,3.20479304486505,3.993908573238336,-53.36184301066374,1.8881084214807888,3.019212547171029,3.560982703729639,-57.97960027618109
63.0956497192383,2.48969147272906,3.48092115221343,4.279646679026981,-54.426161817306,1.9547861968806863,3.3440528681590833,3.8734840467669733,-59.691322285964624
56.234058380127,2.59838046385137,3.78671235534302,4.592468997939119,-55.54271926754039,2.0300189394176544,3.7034277169306398,4.223310756849947,-61.27082764183649
50.1186141967773,2.71525279744445,4.11909246522348,4.933509956520891,-56.60764258737065,2.1150104025559595,4.100895474207947,4.614175191006422,-62.7178709268677
44.6681938171387,2.83090131658464,4.49538930410604,5.312487859723694,-57.799967254077025,2.2111496213196586,4.540354100915102,5.050148315600112,-64.03394668546049
39.8105850219727,2.95634011301865,4.90646893568298,5.728296804519228,-58.92938659887527,2.320037362444302,5.026051969644451,5.5356816892506,-65.22184214849602
35.4812088012695,3.08657162515578,5.36703961982264,6.191287319932967,-60.09689558507904,2.4435266518113665,5.562642283292284,6.075673762636015,-66.28534283939146
31.6226768493652,3.22811507181309,5.876923797564,6.705144311589491,-61.22060066271899,2.5837520023333482,6.155165082650564,6.675464897985931,-67.22881020028099
28.1837863922119,3.37659714154012,6.44445022532203,7.275461975909851,-62.347517756639654,2.743176982534795,6.809088083522202,7.340892349481278,-68.05697570881942
25.1187877655029,3.53876312617921,7.07144197931549,7.907473435303532,-63.41523328673163,2.9246475951357165,7.5303445162807545,8.078344637957256,-68.7747438030648
22.3871212005615,3.7175423514517,7.77584909434877,8.618813739310161,-64.44808301725998,3.1314245855977325,8.325264772070561,8.89470929600091,-69.38695608480612
19.9525394439697,3.92152930091194,8.55961613773622,9.415169700186249,-65.38544198697758,3.3672530499051425,9.200639488078789,9.797456817546593,-69.89836823679238
17.7827587127686,4.12536170223265,9.42332074981152,10.286767379895212,-66.3570544026237,3.636409754325241,10.16367711267131,10.794619416727501,-70.31355980841884
15.8488998413086,4.37084695806264,10.3879727406903,11.270061259466612,-67.18057239662588,3.9437751878721032,11.222043683536967,11.894857173068013,-70.63693860365306
14.125316619873,4.65258482123736,11.4602347697734,12.368650957041817,-67.90400853505508,4.29485659936967,12.383732345901095,13.1073498474736,-70.87271805808881
12.589225769043,4.96664744246092,12.6465886158136,13.586897748762585,-68.55876038919165,4.695809041339107,13.656966305038672,14.441722584570158,-71.0249890871
11.2201404571533,5.3250644470484,13.9563407223725,14.937729336287088,-69.1155651676178,5.153516908152363,15.050335283884094,15.908215760415711,-71.0978348874768
9.99996280670166,5.7326580310389,15.4045805695594,16.436680644974576,-69.58776140473002,5.675481570333373,16.5723980616008,17.51729056011071,-71.09541554846079
8.91247940063477,6.21138759909712,17.0077187632066,18.10645833492976,-69.93730505967419,6.269830328777896,18.231797287201786,19.279761530508658,-71.02214459848093
7.94325399398804,6.74865973390801,18.7689695927257,19.94539114123193,-70.22320387705005,6.9451618431695366,20.03704573415586,21.206566784382414,-70.88286219053177
7.07943868637085,7.38645314163745,20.6971095212279,21.975669103517834,-70.35936528478092,7.710330963287382,21.996385609702806,23.308586045793703,-70.68304947770326
6.30955123901367,8.11169861923341,22.8091826222212,24.208644455712733,-70.42293374018497,8.574197489199781,24.117823670667352,25.59660682967964,-70.42904377561749
5.62339448928833,8.95669887172122,25.1217635865335,26.67068541257185,-70.37725006816667,9.545163369481443,26.408952742575508,28.081006547303048,-70.12828708355276
5.01185035705566,9.91621756593753,27.6347488671486,29.36001900144785,-70.26041608679029,10.630754980954361,28.877245090654412,30.77187409779928,-69.78951971059398
4.46682405471802,11.0246310020706,30.3547085354867,32.29474909340782,-70.03931052568932,11.836950013342658,31.5300925941469,33.67877854990959,-69.42298348227422
3.98106288909912,12.2847097779601,33.2894085488619,35.4837824345397,-69.74454850465753,13.167701451400696,34.37560164819421,36.811280203064825,-69.04047693547422
3.54812073707581,13.7021614648826,36.4309853287002,38.92256313283701,-69.38807500677767,14.624238142623454,37.423081127127304,40.17904108238168,-68.65537421657068
3.16226768493652,15.2894190104994,39.8290400840526,42.662849971558266,-68.99939445463758,16.204549541435345,40.683980021582414,43.792392675410525,-68.28246143634362
2.81837058067322,17.043935556873,43.430306436058,46.654981045937,-68.57280457752933,17.903285088674775,44.173480410322426,47.663654796159975,-67.93753980041525
2.51187658309937,18.9574654875839,47.2767878107106,50.936039926675576,-68.14976424872253,19.71159086134213,47.911500674355125,51.80790201459308,-67.63691635363047
2.23871541023254,21.05002444226,51.3837499178889,55.52831065901331,-67.7228996316892,21.617690484426,51.92452758004825,56.24483181850252,-67.39661832638244
1.99525511264801,23.27995777915,55.7728241176011,60.43644880576516,-67.34400966611665,23.60768076500548,56.24702192699635,61.00041038188528,-67.23150936544478
1.77827250957489,25.6121144832642,60.4541671207098,65.65582023371988,-67.03948760913677,25.66651890493315,60.92228165377632,66.10820368607318,-67.15433866795503
1.58488547801971,28.0076745300602,65.4984123723187,71.2353273023722,-66.84803881065608,27.77957690210434,66.00371619578337,71.61141979121378,-67.17479745833606
1.41253340244293,30.5130654071761,70.8846731043398,77.17307847722365,-66.71002219656815,29.933886971587,71.55491328702394,77.56380086574704,-67.29876084276127
1.25891971588135,32.9580588064091,76.7685917339974,83.54430152384957,-66.76533150056478,32.11972641916045,77.65047584670472,84.03138237861725,-67.52781407272916
1.12201523780823,35.4275776536008,83.2833978619993,90.5054562876846,-66.95578605516768,34.331216521176714,84.37470306307856,91.09183797029563,-67.85908767776722
0.999995112419128,37.91729330352,90.4782336028517,98.10215026877529,-67.26259194412866,36.567516981507666,91.82275784588637,98.83623908575811,-68.28556297183651
0.891247987747192,40.3555141946,98.5035381816771,106.44958694245686,-67.72177752732878,38.83259934110806,100.09878096288296,107.36729819569013,-68.79659642800462
0.794324278831482,42.7903454465112,107.440737367903,115.64828450777154,-68.28412664827,41.13577532868619,109.31768745234054,116.80115068705341,-69.37889720868449
0.707943558692932,45.1576665671031,117.524628465676,125.90175989945828,-68.98122622864807,43.490880407838446,119.60341286697742,127.26520753166423,-70.01743070187285
0.63095486164093,47.5270734311601,128.927181552267,137.40829979277854,-69.76434732327645,45.9163886610979,131.0916339309499,138.90043640810916,-70.69659298126021
0.562339127063751,49.9252413797493,141.595879829167,150.13967800492358,-70.57787724832657,48.434492843135324,143.92880791037078,151.85980983615164,-71.40103789311435
0.501185595989227,52.2832778153608,156.512611375856,165.01435894735926,-71.52802431432616,51.07094196798576,158.27467231815467,166.31029135599698,-72.11651773008616
0.446681261062622,54.8989873508061,173.23908209068,181.72968490526068,-72.41673504768731,53.85469843680053,174.30405297673985,182.43418382484367,-72.83042750047413
0.39810574054718,57.602547046948,191.750718708362,200.2158623872475,-73.27955912827933,56.817409163943516,192.20706783209894,200.4289772181559,-73.5320465338083
0.354811638593674,60.2826828935363,213.517620063459,221.86431875001054,-74.23397191065048,59.99385946435932,212.19460047567668,220.51261107805456,-74.21279069044331
0.316226333379745,63.2952139995396,237.810043310121,246.08921312078905,-75.09575790830978,63.42139588480823,234.49714100162575,242.92217394448357,-74.86602204524323
0.299999684095383,64.8424841246779,250.145082586788,258.4126740115703,-75.46767931162297,65.08433314528068,245.54242169684983,254.02175354429687,-75.15437356636546
